,Name,main_category,sub_category,Image,link,ratings,no_of_ratings,discount_price,actual_price
1155,"Lowfe Smartwatch Charger for 2 Pin (Noise Colorfit Pro 2, 3, Boat Strom, Nexfit Run) 0.2 m Magnetic Charging Cable, Black","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51Xv2ZF9vAL._AC_UL800_.jpg,https://www.amazon.in/Lowfe-Smartwatch-Colorfit-Nexfit-Magnetic/dp/B09WDF12P1/ref=sr_1_6158?qid=1679134036&s=electronics&sr=1-6158,3.4,325,₹199,₹999
1156,"GIZGA essentials Extended Gaming Mouse Pad, Laptop Desk Mat, Computer Mouse Pad with Smooth Mouse Control, Mercerized Surf...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81IorteY+rL._AC_UL800_.jpg,https://www.amazon.in/Gizga-Essentials-Mercerized-Embroidery-Anti-Slip/dp/B09V85Y7LM/ref=sr_1_6159?qid=1679134036&s=electronics&sr=1-6159,4.4,382,₹149,₹699
1157,"Mobilife Selfie Stick Tripod,3 in 1 Bluetooth Selfie Stick with Tripod Stand for iPhone Samsung and Mobile Phone Aluminium...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61uZ4rJMaLL._AC_UL800_.jpg,https://www.amazon.in/Mobilife-Bluetooth-Multifunctional-Detachable-Compatible/dp/B092R7KJBK/ref=sr_1_6162?qid=1679134036&s=electronics&sr=1-6162,4,939,₹799,"₹1,699"
1158,AmazonBasics D Cell Everyday Alkaline Batteries (12-Pack),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/710E5Q5Z8iL._AC_UL800_.jpg,https://www.amazon.in/AmazonBasics-Everyday-Alkaline-Batteries-12-Pack/dp/B00MH4QKP6/ref=sr_1_6163?qid=1679134036&s=electronics&sr=1-6163,4.3,"112,382",₹659,"₹2,995"
1159,"R for Rabbit Premium Chocolate Ride Stylish Baby Stroller and Pram for Baby, Kids, Infants, Newborn, Boys & Girls of 0 to ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61ZYP1hZLfS._AC_UL800_.jpg,https://www.amazon.in/Rabbit-Chocolate-Ride-Designer-Stroller/dp/B0155JXKPC/ref=sr_1_6164?qid=1679134036&s=electronics&sr=1-6164,4.4,800,"₹8,798","₹10,999"
1160,"Duracell Specialty 1620 Lithium Coin Battery 3V, Pack of 5 (DL1620/CR1620) Designed for use in keyfobs, Scales, wearables ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81rVBMisXPL._AC_UL800_.jpg,https://www.amazon.in/Duracell-Specialty-Lithium-Designed-wearables/dp/B0BPGYYCZH/ref=sr_1_6165?qid=1679134036&s=electronics&sr=1-6165,,,₹203,₹350
1161,WOW IMAGINE For Samsung Galaxy F23 5G Ultra Slim Soft Rubberised Back Cover | Inner Velvet Fabric Lining | Matte Silicone ...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51+63vTk7yL._AC_UL800_.jpg,https://www.amazon.in/WOW-Rubberised-Silicone-Flexible-Protection/dp/B09XVBDJ66/ref=sr_1_6166?qid=1679134036&s=electronics&sr=1-6166,4.2,202,₹259,₹999
1162,"CableCreation 6FT USB C to DisplayPort Cable 4K@60Hz, 2K@165Hz, 2K@144Hz, USB Type C to DP Cable Thunderbolt 3 Compatible ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51OHFMmYozL._AC_UL800_.jpg,https://www.amazon.in/CableCreation-Aluminum-Gold-Plated-Thunderbolt-DisplayPort/dp/B08BY5VFKX/ref=sr_1_6167?qid=1679134036&s=electronics&sr=1-6167,4.5,"1,804","₹1,654","₹6,543"
1163,TheGiftKart Tough Armor Bumper Back Case Cover for iQOO Neo 7 5G | Ring Holder & Kickstand in-Built | 360 Degree Protectio...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51fCyoEmAQL._AC_UL800_.jpg,https://www.amazon.in/TheGiftKart-Bumper-Holder-Kickstand-Protection/dp/B0BVV7948B/ref=sr_1_6168?qid=1679134036&s=electronics&sr=1-6168,4.4,8,₹299,₹999
1164,"Amazon Basics Wired Mouse, 1000 DPI Optical Sensor Tracking, Standard Control 3-Button & 1 Scroller | USB 2.0 Mice Compati...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61O9BpppwOL._AC_UL800_.jpg,https://www.amazon.in/Tracking-Standard-3-Button-Scroller-Compatible/dp/B09SN346HF/ref=sr_1_6169?qid=1679134036&s=electronics&sr=1-6169,4.1,181,₹279,₹599
1165,"Enflamo Soft TPU 3D Relief Flower Printed Phone Case Back Cover for iPhone 11 (White, Mix Lilies)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81sAbu+vZHL._AC_UL800_.jpg,https://www.amazon.in/Enflamo-Relief-Flower-Printed-iPhone/dp/B08DNFBNRY/ref=sr_1_6170?qid=1679134036&s=electronics&sr=1-6170,4,"1,058",₹299,₹999
1166,Faber-Castell Whiteboard Bold Marker - Pack of 4 (Assorted),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81KA+5X7epL._AC_UL800_.jpg,https://www.amazon.in/Faber-Castell-Whiteboard-Marker-Pack-Assorted/dp/B073PTLW5G/ref=sr_1_6171?qid=1679134036&s=electronics&sr=1-6171,4.3,"4,918",,₹110
1167,Amozo Back Case Cover for iPhone 12 / iPhone 12 Pro (Silicone|Transparent),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51uWzXVtS1L._AC_UL800_.jpg,https://www.amazon.in/Amozo-Cover-iPhone-Silicone-Transparent/dp/B08L7SDLBB/ref=sr_1_6172?qid=1679134036&s=electronics&sr=1-6172,4,"1,378",₹284,₹999
1168,Panasonic CR-2016/5BE Lithium Coin Battery - Pack of 5,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71RGgoy3Y8L._AC_UL800_.jpg,https://www.amazon.in/Panasonic-Battery-Lithium-CR2016-5BE/dp/B007RN7DT4/ref=sr_1_6173?qid=1679134036&s=electronics&sr=1-6173,4.4,"27,401",₹175,₹299
1169,"Amazon Basics Wired Gaming Keyboard and Mouse Set| Multicolor RGB LED Backlight Effects, Multimedia Keys, Durable Aluminum...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71QFAQCR6uL._AC_UL800_.jpg,https://www.amazon.in/Keyboard-Multicolor-Backlight-Multimedia-Aluminum/dp/B09SN34HZ7/ref=sr_1_6170?qid=1679134037&s=electronics&sr=1-6170,4,"9,650","₹1,259","₹2,199"
1170,"Parker Jotter Anti Microbial Stainless Steel Ball Pen - CION Coated (Ink - Blue), 1 Count(Pack of 1) (9000025835)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61ulb9JtzNL._AC_UL800_.jpg,https://www.amazon.in/Parker-Anti-Microbial-Jotter-Coated/dp/B08GMDF4C8/ref=sr_1_6171?qid=1679134037&s=electronics&sr=1-6171,4.3,"1,808",₹419,₹500
1171,"Santhosh Enterprises 5V 10W Usb Charging Cable For Mi Trimmer, Shavers, Body Groomers & Multi Grooming Models (Replacement...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/31Y46stkZwL._AC_UL800_.jpg,https://www.amazon.in/Santhosh-Enterprises-Charging-Groomers-Replacement/dp/B09W5VK33C/ref=sr_1_6172_mod_primary_new?qid=1679134037&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-6172,3.6,234,₹299,₹599
1172,CEDO Honor Pad 8 (11.9 inch) Flip Cover | Leather Finish | 360 Degree Rotate Flip Cover | Shockproof Style Back Cover Case...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81D-b56oMYL._AC_UL800_.jpg,https://www.amazon.in/CEDO-Honor-Pad-Leather-Shockproof/dp/B0BLVV13W2/ref=sr_1_6173?qid=1679134037&s=electronics&sr=1-6173,4.8,6,₹499,₹999
1173,"Amazon Brand - Solimo Thermoplastic Polyurethane, Plastic Transparent Black Bumper Case Hard Back & Soft Bumper Cover for ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61FnT+YDGbL._AC_UL800_.jpg,https://www.amazon.in/Amazon-Brand-Solimo-Transparent-Bumper/dp/B095SMF12M/ref=sr_1_6174?qid=1679134037&s=electronics&sr=1-6174,3.5,37,₹169,₹499
1174,DEVCOMM Finger (Pack of 6 pieces) Sleeves PUBG Finger For Mobile Game Controllers Anti Sweat Breathable Professional Touch...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41uOJes4PhL._AC_UL800_.jpg,https://www.amazon.in/Controllers-Breathable-Professional-Conductive-Smartphone/dp/B09PJHFRLQ/ref=sr_1_6175?qid=1679134037&s=electronics&sr=1-6175,3.7,161,₹68,₹300
1175,"DR. MOREPEN USA Scissor Set for Offices, Crafts, Kitchen, Tailoring and Hair Cutting (Black)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51ybBlSkbRL._AC_UL800_.jpg,https://www.amazon.in/Scissor-Office-Kitchen-Tailoring-cutting/dp/B07BW98C9P/ref=sr_1_6176?qid=1679134037&s=electronics&sr=1-6176,4.2,564,₹225,₹265
1176,"Belkin Quick Charge Magnetic Wireless Power Bank 5000mAh with Stand, Sleek Design for All iPhone 14, 13 and 12 Models, Com...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51AsWm8vNiL._AC_UL800_.jpg,https://www.amazon.in/Belkin-Magnetic-Wireless-5000mAh-Compatible/dp/B0B6DKS2Z2/ref=sr_1_6177?qid=1679134037&s=electronics&sr=1-6177,4,390,"₹5,699","₹8,999"
1177,CP PLUS 4MP Bullet Wireless Security Camera | 1440P Resolution | Motion Detection | Two Way Talk | Night Vision | Supports...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/21cTgdx1qGL._AC_UL800_.jpg,https://www.amazon.in/CP-PLUS-Wireless-Resolution-Detection/dp/B0BRPSS6CD/ref=sr_1_6178?qid=1679134037&s=electronics&sr=1-6178,3.7,88,"₹2,863","₹5,400"
1178,"mobistyle Liquid Silicone Case for iPhone 13 Case, Individual Protection for Each Lens Shockproof Rubber Full Body Thicken...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61gW-WWESOL._AC_UL800_.jpg,https://www.amazon.in/13-Individual-Protection-Shockproof-Compatible/dp/B09MZ9CTX9/ref=sr_1_6179?qid=1679134037&s=electronics&sr=1-6179,3.8,991,₹299,₹999
1179,"SKY BUYER Bluetooth Calling Smart Touchscreen Smart Watch Bluetooth 1.3 HD Screen with Daily Activity Tracker, Heart Rate ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51vJyzmVD9L._AC_UL800_.jpg,https://www.amazon.in/SKY-BUYER-Bluetooth-Touchscreen-Activity/dp/B0BP7WBMFZ/ref=sr_1_6180?qid=1679134037&s=electronics&sr=1-6180,5,1,₹499,₹999
1180,"Fire-Boltt INVINCIBLE 1.39"" (3.53cm) AMOLED 454x454 Bluetooth Calling Smartwatch ALWAYS ON, 100 Sports Modes, 100 Inbuilt ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61J1tJcfsoL._AC_UL800_.jpg,https://www.amazon.in/Fire-Boltt-INVINCIBLE-Bluetooth-Smartwatch-BSW020/dp/B09F6PQ618/ref=sr_1_6181?qid=1679134037&s=electronics&sr=1-6181,3.9,"10,658","₹5,999","₹15,999"
1181,Vivo T1 44w Starry Sky (6+128GB),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61g35Y-TH0L._AC_UL800_.jpg,https://www.amazon.in/Vivo-44w-Starry-Sky-128GB/dp/B0BSVF5Z93/ref=sr_1_6182?qid=1679134037&s=electronics&sr=1-6182,4.6,3,"₹16,999","₹20,990"
1182,Techzere Overhead Shooting Tripod with 16 cm USB LED Ring Light & Mobile Holder,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/419yMeOKvGL._AC_UL800_.jpg,https://www.amazon.in/Techzere-Overhead-Shooting-Tripod-Mobile/dp/B09PTWD55R/ref=sr_1_6183?qid=1679134037&s=electronics&sr=1-6183,4,52,"₹1,999","₹3,499"
1183,"Boult Audio AirBass Propods X Bluetooth Truly Wireless in Ear Earbuds, 32H Playtime, Fast Charging Type-C, IPX5 Water Resi...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61PxL+XfKCL._AC_UL800_.jpg,https://www.amazon.in/Boult-Audio-Bluetooth-Resistant-Assistant/dp/B09ND94ZRG/ref=sr_1_6184?qid=1679134037&s=electronics&sr=1-6184,3.4,"13,565","₹1,499","₹5,999"
1184,"ZEBRONICS Juke BAR 100A Compact Soundbar with Subwoofer, 60W RMS Output, Powerful Bass, Glossy Design, HDMI ARC, Coaxial, ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51vyQZV399L._AC_UL800_.jpg,https://www.amazon.in/ZEBRONICS-BAR-100A-Subwoofer-Bluetooth/dp/B0BJPVVVRN/ref=sr_1_6185?qid=1679134037&s=electronics&sr=1-6185,3.7,68,"₹3,799","₹8,999"
1185,"Micromax X809 (Blue, Anti Theft, 1000mAh)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61n7j6op3yL._AC_UL800_.jpg,https://www.amazon.in/Micromax-X809-Blue-Theft-1000mAh/dp/B09LHKR88G/ref=sr_1_6186?qid=1679134037&s=electronics&sr=1-6186,3.5,131,"₹1,149","₹1,999"
1186,Hola TF 700 Corded Speaker Phone with Caller ID (CLI) and Two Way Speakerphone Function Supported by Date/Time Display (Bl...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/716Vl-sGOkL._AC_UL800_.jpg,https://www.amazon.in/Hola-Speaker-Speakerphone-Function-Supported/dp/B08P9935TS/ref=sr_1_6187?qid=1679134037&s=electronics&sr=1-6187,3.7,"1,433",,₹899
1187,"Classmate 2100128 Soft Cover 5 Subject Spiral Binding Notebook, Single Line, 250 Pages (Assorted cover design)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71NMYfWa7HL._AC_UL800_.jpg,https://www.amazon.in/Classmate-Pulse-Single-5-Subject-Notebook/dp/B075FR13TK/ref=sr_1_6188?qid=1679134037&s=electronics&sr=1-6188,4.1,"3,296",,₹120
1188,Corsair TM30 Performance 3 Grams Thermal Paste (Silver),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71PTBvDl23L._AC_UL800_.jpg,https://www.amazon.in/Corsair-Performance-Thermal-Paste-Silver/dp/B07KQ1T158/ref=sr_1_6189?qid=1679134037&s=electronics&sr=1-6189,4.4,"13,002",₹499,₹700
1189,"Mivi Collar 2B Bluetooth Wireless in Ear Earphones, 24 Hours Playtime, IPX7 Water Proof, Booming Bass, Magnetic Buds, Blue...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71VEQEuDT5L._AC_UL800_.jpg,https://www.amazon.in/Mivi-Wireless-Earphones-Bluetooth-Charging/dp/B08RX91628/ref=sr_1_6190?qid=1679134037&s=electronics&sr=1-6190,3.6,"11,682",₹899,"₹1,999"
1190,"BenQ GW2480T 24 inch (60cm) 1920 X 1080 Pixels IPS Full HD Ultra-Slim Bezel Monitor- Height Adjustment, Eye Care, Anti-Gla...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61MZ8zyWeML._AC_UL800_.jpg,https://www.amazon.in/GW2480T-Panel-Display-Monitor-Speaker/dp/B07SPGQLD6/ref=sr_1_6191?qid=1679134037&s=electronics&sr=1-6191,4.4,"18,748","₹12,489","₹15,990"
1191,SYGA Headphone Replacement Ear Cushion Pads Compatible with Bose Quiet Comfort QC15 QC25 QC35 AE2 AE2i AE2 AE2-W (Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71Y3oGvIdJL._AC_UL800_.jpg,https://www.amazon.in/SYGA-Headphone-Replacement-Cushion-Compatible/dp/B08RB1X85X/ref=sr_1_6192?qid=1679134037&s=electronics&sr=1-6192,4.2,353,₹449,₹650
1192,"SPIN CART Large Gaming Mouse Pad with Nonslip Base,Waterproof & Foldable Mat for Desktop, Laptop, Keyboard & More Colour &...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51g8I-zQwWL._AC_UL800_.jpg,https://www.amazon.in/SPIN-CART-Waterproof-Foldable-Keyboard/dp/B078KS6KNT/ref=sr_1_6193?qid=1679134037&s=electronics&sr=1-6193,4.4,441,₹289,₹699
1193,"SPIN CART Large Gaming Mouse Pad with Nonslip Base,Waterproof & Foldable Mat for Desktop, Laptop, Keyboard & More Colour &...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51g8I-zQwWL._AC_UL800_.jpg,https://www.amazon.in/SPIN-CART-Waterproof-Foldable-Keyboard/dp/B078KS6KNT/ref=sr_1_6195?qid=1679134038&s=electronics&sr=1-6195,4.4,441,₹289,₹699
1194,Robustrion Smart Premium Stand Case Cover for iPad 9.7 inch 2018/2017/Air 2/Air 5th 6th Generation Model A1822 A1823 A1893...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51h-0raQlHL._AC_UL800_.jpg,https://www.amazon.in/Robustrion-Smart-Premium-Stand-Generation/dp/B076DDV9KK/ref=sr_1_6196?qid=1679134038&s=electronics&sr=1-6196,4.4,"3,715",₹579,"₹2,499"
1195,"Casio SA-47A Electronic Keyboard, Black (32 Keys)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51WEwyCWhcL._AC_UL800_.jpg,https://www.amazon.in/Casio-SA-47A-Electronic-Keyboard-Black/dp/B003LSOH0M/ref=sr_1_6197?qid=1679134038&s=electronics&sr=1-6197,4.3,"3,447",,"₹3,295"
1196,Camlin Painting Kit 199 Combo,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81JazOClXnL._AC_UL800_.jpg,https://www.amazon.in/Camel-Camlin-Kokuyo-9900504-Colouring/dp/B00LY1G9EA/ref=sr_1_6198?qid=1679134038&s=electronics&sr=1-6198,4.4,"9,715",,₹199
1197,"JBL Tune 215BT, 16 Hrs Playtime with Quick Charge, in Ear Bluetooth Wireless Earphones with Mic, 12.5mm Premium Earbuds wi...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/5140ddR1D8L._AC_UL800_.jpg,https://www.amazon.in/JBL-Playtime-Bluetooth-Earphones-Assistant/dp/B08FB35HB9/ref=sr_1_6199?qid=1679134038&s=electronics&sr=1-6199,3.7,"84,439","₹1,499","₹2,999"
1198,Team Office Replacement Cable for Fingerprint Scanner - Morpho MSO 1300 e/e2/e3(USB) - Black,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61UOmKJtQ9L._AC_UL800_.jpg,https://www.amazon.in/Team-Office-Replacement-Fingerprint-Scanner/dp/B0BJF5JLGV/ref=sr_1_6200?qid=1679134038&s=electronics&sr=1-6200,3.8,34,₹249,₹499
1199,Aeoss ® 10 Pcs Open Pry Screwdriver Repair Tool Kit Set Compatible for iPhone 6 Plus 5 5s 5c 4 iPod. (100 Plus 5 Star Revi...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41EGpld11mL._AC_UL800_.jpg,https://www.amazon.in/Aeoss-Screwdriver-Repair-Apple-Products/dp/B0107YL24Q/ref=sr_1_6201?qid=1679134038&s=electronics&sr=1-6201,3.6,"3,250",₹198,₹399
1200,LAZI 100ml Blue Scented Laptop Screen Cleaner Cleaning Liquid Spray kit for Laptop PC Computer Tablet Smart Phone Screen D...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/5167L0MAs3L._AC_UL800_.jpg,https://www.amazon.in/LAZI-Laptop-Cleaning-Computer-Binoculars/dp/B0BSGTNJ46/ref=sr_1_6202?qid=1679134038&s=electronics&sr=1-6202,3.8,5,₹149,₹299
1201,D-Link R03 N300 Eagle PRO AI Advance Parental Control Router with Voice Control Assistant (Alexa & Goggle Assistant) - Wi-...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/31hup-j6ogL._AC_UL800_.jpg,https://www.amazon.in/D-Link-Advance-Parental-Control-Assistant/dp/B09S9VRFDT/ref=sr_1_6203?qid=1679134038&s=electronics&sr=1-6203,3.4,216,₹820,"₹1,999"
1202,M.G.R.J® Soft & Flexible Silicone TPU Case Cover for Amazfit GTS 2 New Version (2022) / GTS 2 / GTS 2E Smart Watch (Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61Aobc1j-HS._AC_UL800_.jpg,https://www.amazon.in/M-G-R-J%C2%AE-Protection-Amazfit-Flexible-Silicone/dp/B096T18GL8/ref=sr_1_6204?qid=1679134038&s=electronics&sr=1-6204,3.4,759,₹228,₹999
1203,Amozo Back Cover for OnePlus NORD (Poly Carbonate TPU|Transparent),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/515HhTjsgpL._AC_UL800_.jpg,https://www.amazon.in/Amozo-Shockproof-Transparent-Protection-OnePlus/dp/B08FF1DL4M/ref=sr_1_6205?qid=1679134038&s=electronics&sr=1-6205,4.1,"3,745",₹199,₹799
1204,INEFABLE® Mi Band 3 & 4 Straps Silicon Wristband Band Straps for Original M3 & M4 Bands with One Year Warranty - Device No...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/318-d5uiA-L._AC_UL800_.jpg,https://www.amazon.in/Inefable%C2%AE-Wristband-Original-M3-M4/dp/B09GN7YG8N/ref=sr_1_6206?qid=1679134038&s=electronics&sr=1-6206,4.1,"2,676",₹169,₹799
1205,"Belkin USB C to USB-C Fast Charging Type C Cable, 60W PD, 3.3 feet (1 meter) for Laptop, Personal Computer, Tablet, Smartp...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/31GO6dRPO7L._AC_UL800_.jpg,https://www.amazon.in/Belkin-USB-C-Charging-USB-IF-Certified/dp/B084MZYBTV/ref=sr_1_6207?qid=1679134038&s=electronics&sr=1-6207,4.5,539,₹599,₹999
1206,Spigen TPU Essential Sand Blast Back Cover Case Compatible For Samsung Galaxy M13 4G (Matte Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/8187Dhn0vFL._AC_UL800_.jpg,https://www.amazon.in/Spigen-Essential-Compatible-Samsung-Galaxy/dp/B0B6VZN5XY/ref=sr_1_6208?qid=1679134038&s=electronics&sr=1-6208,4.4,225,₹319,₹399
1207,TheGiftKart Back Cover For Samsung Galaxy M51 ( Poly Carbonate ; Polymer|Greyish Blue ),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61sD2YnIgcL._AC_UL800_.jpg,https://www.amazon.in/TheGiftKart-Polycarbonate-Kickstand-Samsung-Greyish/dp/B08T9VTPFQ/ref=sr_1_6209?qid=1679134038&s=electronics&sr=1-6209,4.4,"4,930",₹389,₹999
1208,"ZEBRONICS DC Black ADAM Edition Sound Bomb 7 TWS Earbuds with 40H* Backup, Rapid Charge, 50ms Gaming Mode, ENC mic, Voice ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61Q69YrndNL._AC_UL800_.jpg,https://www.amazon.in/ZEBRONICS-Black-Earbuds-Assistant-Connect/dp/B0BSL2GBWV/ref=sr_1_6210?qid=1679134038&s=electronics&sr=1-6210,3.7,884,₹999,"₹4,890"
1209,"Plixio Plastic Desktop Mobile Phone Tabletop Stand, Mobile Holder Adjustable & Foldable Mobile Stand for Mobile Phone and ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/615GpVZHxQL._AC_UL800_.jpg,https://www.amazon.in/Plastic-Desktop-Adjustable-Foldable-Tablets/dp/B09ZK1JYQ5/ref=sr_1_6211?qid=1679134038&s=electronics&sr=1-6211,4.2,822,₹799,"₹1,299"
1210,"GREEVA Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Por...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41eLxi6mV-L._AC_UL800_.jpg,https://www.amazon.in/GREEVA-Multipurpose-Foldable-Breakfast-Ergonomic/dp/B09JNY2T7F/ref=sr_1_6212?qid=1679134038&s=electronics&sr=1-6212,3.9,158,₹219,₹999
1211,"Casecandy ® - Pack 1 – Samsung S23 Ultra Tempered Glass Screen Protector, UV Glass Full Adhesive [Liquid Technology][Finge...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61vyfamX9KL._AC_UL800_.jpg,https://www.amazon.in/Casecandy-Tempered-Protector-Technology-Fingerprint/dp/B0BWNVSBF9/ref=sr_1_6213?qid=1679134038&s=electronics&sr=1-6213,4.1,52,"₹1,307","₹1,990"
1212,TheGiftKart Crystal Clear Back Cover Case for Google Pixel 6A | 360 Degree Protection | Shock Proof Design | Transparent B...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51DjU6VQlkL._AC_UL800_.jpg,https://www.amazon.in/TheGiftKart-Crystal-Google-Protection-Transparent/dp/B0BT1KLLYR/ref=sr_1_6214?qid=1679134038&s=electronics&sr=1-6214,4.2,76,₹284,₹999
1213,Samsung original 8GB 1 x 8GB 204-pin SODIMM DDR3 PC3L-12800 1600MHz ram memory module for laptops,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61XyqxotifL._AC_UL800_.jpg,https://www.amazon.in/Samsung-original-204-pin-PC3L-12800-1600MHz/dp/B00I21G832/ref=sr_1_6215?qid=1679134038&s=electronics&sr=1-6215,4.3,"2,955","₹1,750","₹5,999"
1214,OCTRIX 65w Warp Charger for OnePlus 65 Watt Warp Charging with C to C Cable | Fast Warp/Dash Charger for OnePlus 10/10 Pr...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/31u3D3O7T9L._AC_UL800_.jpg,https://www.amazon.in/OCTRIX-Charger-OnePlus-Charging-Cable/dp/B0BXB8463D/ref=sr_1_6216?qid=1679134038&s=electronics&sr=1-6216,4.5,"22,922",₹299,"₹3,448"
1215,CEDO Samsung M13 5G Back Cover | Matte Soft Silicon Flexible | Camera Bump Protection | All Side Shock Proof Rubberised Ba...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/6106eywO++L._AC_UL800_.jpg,https://www.amazon.in/CEDO-Samsung-M13-5G-Protection/dp/B0BB6Z192T/ref=sr_1_6217?qid=1679134038&s=electronics&sr=1-6217,4.2,101,₹178,₹999
1216,GadgetBite External Printed Hard Drive Disk Enclosure Portable Carrying Case Cover Pouch Casing for 2.5-Inch Hard Drive (A...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81hGmBKnbpL._AC_UL800_.jpg,https://www.amazon.in/GadgetBite-External-Enclosure-Portable-Carrying/dp/B09XB8X5WP/ref=sr_1_6218?qid=1679134038&s=electronics&sr=1-6218,4.2,"2,301",₹199,₹599
1217,Amazon Brand - Solimo Silicone Basic Case for Samsung Galaxy Note 10 Lite (Transparent),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41E93O0k+iS._AC_UL800_.jpg,https://www.amazon.in/Amazon-Brand-Flexible-Transparent-Samsung/dp/B08QNQCMXG/ref=sr_1_6219?qid=1679134040&s=electronics&sr=1-6219,4.1,156,₹139,₹499
1218,"ONE ASSIST Live Uninterrupted 1 Year Extended Warranty Plan for Air Cooler, Email Delivery Within 2 Hours, No Physical Kit...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61ARj+szfWL._AC_UL800_.jpg,https://www.amazon.in/OneAssist-Extended-Warranty-Cooler-Price/dp/B08HNHKWDW/ref=sr_1_6220?qid=1679134040&s=electronics&sr=1-6220,3.8,408,₹199,₹359
